date	plant-stand	precip	temp	hail	crop-hist	area-damaged	severity	seed-tmt	germination	plant-growth	leaves	leafspots-halo	leafspots-marg	leafspot-size	leaf-shread	leaf-malf	leaf-mild	stem	lodging	stem-cankers	canker-lesion	fruiting-bodies	external decay	mycelium	int-discolor	sclerotia	fruit-pods	fruit spots	seed	mold-growth	seed-discolor	seed-size	shriveling	roots	class
2	0	2	1	0	2	2	1	0	1	0	1	2	0	1	0	0	0	1	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	brown-spot
3	0	2	1	1	2	1	1	1	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bacterial-blight
3	1	1	0	0	2	0	0	0	2	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	bacterial-pustule
6	0	2	2	0	2	2	0	0	1	0	1	2	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	1	1	0	1	0	0	0	purple-seed-stain
4	1	2	2	1	2	2	1	0	1	1	1	0	2	2	0	0	0	1	0	3	1	1	1	0	0	0	1	2	0	0	0	0	0	0	anthracnose
6	1	2	2	1	0	0	1	0	1	0	1	0	2	2	0	0	0	1	0	3	1	1	1	0	0	0	1	2	0	0	0	0	0	0	anthracnose
2	0	0	1	1	0	3	0	2	2	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	phyllosticta-leaf-spot
5	0	2	2	0	3	3	1	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	alternarialeaf-spot
4	0	2	1	0	2	2	0	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	alternarialeaf-spot
6	1	2	2	0	2	1	0	1	2	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	alternarialeaf-spot
5	0	2	1	0	0	3	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	alternarialeaf-spot
4	0	1	1	0	3	3	1	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	frog-eye-leaf-spot
5	0	2	1	0	3	0	1	0	1	0	1	2	0	1	0	0	0	1	0	3	1	0	1	0	0	0	1	1	0	0	0	0	0	0	frog-eye-leaf-spot
3	1	2	1	0	3	0	1	0	2	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	frog-eye-leaf-spot
5	1	2	1	0	1	2	1	0	2	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	frog-eye-leaf-spot
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	0	2	1	0	3	0	1	1	2	1	1	0	2	2	0	0	0	1	1	3	0	1	1	0	0	0	0	4	0	0	0	0	0	0	diaporthe-stem-canker
6	0	0	2	1	3	3	1	1	1	1	1	0	2	2	0	0	0	1	0	0	3	0	0	0	2	1	0	4	0	0	0	0	0	0	charcoal-rot
0	1	2	0	0	1	1	1	1	1	1	0	0	2	2	0	0	0	1	0	1	1	0	1	1	0	0	3	4	0	0	0	0	0	0	rhizoctonia-root-rot
6	0	0	1	1	2	1	1	1	1	1	1	2	0	1	0	0	0	1	1	0	3	0	0	0	1	0	0	4	0	0	0	0	0	0	brown-stem-rot
5	1	1	0	0	3	3	1	1	2	1	0	0	2	2	0	0	0	1	1	0	3	0	0	0	1	0	0	4	0	0	0	0	0	0	brown-stem-rot
1	0	0	0	1	0	0	0	0	0	0	1	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	powdery-mildew
3	0	2	0	1	2	2	1	0	1	0	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	downy-mildew
1	1	2	1	0	3	2	1	0	2	0	1	2	0	1	0	0	0	1	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	brown-spot
0	0	1	1	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	brown-spot
1	0	2	1	0	1	1	1	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	brown-spot
3	0	2	1	0	2	2	1	0	1	0	1	2	0	1	0	0	0	1	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	brown-spot
2	1	2	1	0	3	3	1	0	2	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	brown-spot
1	0	2	1	0	1	3	1	0	0	0	1	2	0	1	1	0	0	1	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	brown-spot
4	1	1	1	0	2	3	0	0	2	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bacterial-blight
5	0	1	2	1	0	1	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	bacterial-pustule
5	0	2	2	0	1	1	0	1	2	0	0	0	2	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	purple-seed-stain
5	1	2	1	0	2	2	1	0	2	0	0	0	2	2	0	0	0	1	0	3	2	1	0	0	0	0	1	2	1	1	0	1	1	0	anthracnose
4	1	2	1	0	1	1	2	1	1	0	0	0	2	2	0	0	0	1	0	3	2	0	0	0	0	0	1	2	0	0	0	0	0	0	anthracnose
2	0	0	2	1	1	2	0	1	1	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	phyllosticta-leaf-spot
6	0	2	1	0	3	3	0	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	alternarialeaf-spot
5	0	2	1	1	2	2	1	1	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	alternarialeaf-spot
5	0	2	2	0	2	0	1	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	alternarialeaf-spot
5	0	2	2	0	1	3	1	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	alternarialeaf-spot
6	0	2	2	0	2	1	1	1	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	alternarialeaf-spot
4	0	2	1	0	1	3	1	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	frog-eye-leaf-spot
5	0	2	1	1	2	2	0	0	0	0	1	2	0	1	0	0	0	1	0	3	1	0	1	0	0	0	1	1	0	0	0	0	0	0	frog-eye-leaf-spot
4	0	2	1	0	2	0	1	0	1	0	1	2	0	1	0	0	0	1	0	3	2	0	1	0	0	0	1	1	0	0	0	0	0	0	frog-eye-leaf-spot
4	1	2	1	0	3	2	1	0	2	0	1	2	0	1	0	0	0	1	0	3	2	0	1	0	0	0	1	1	0	0	0	0	0	0	frog-eye-leaf-spot
4	0	2	1	0	1	0	1	0	0	0	1	2	0	1	0	0	0	1	0	3	2	0	1	0	0	0	1	1	0	0	0	0	0	0	frog-eye-leaf-spot
3	0	2	1	0	1	0	2	1	2	1	1	0	2	2	0	0	0	1	0	3	0	1	1	0	0	0	0	4	0	0	0	0	0	0	diaporthe-stem-canker
3	0	0	1	0	1	2	1	0	0	1	1	0	2	2	0	0	0	1	0	0	3	0	0	0	2	1	0	4	0	0	0	0	0	0	charcoal-rot
3	0	2	0	1	3	1	2	0	1	1	0	0	2	2	0	0	0	1	1	1	1	0	1	1	0	0	3	4	0	0	0	0	0	0	rhizoctonia-root-rot
0	1	1	1	0	1	1	1	0	0	1	1	0	2	2	0	0	0	1	0	1	2	0	0	0	0	0	3	4	0	0	0	0	0	0	phytophthora-rot
1	1	2	1	1	3	1	2	0	1	1	1	0	2	2	0	0	0	1	1	1	2	0	1	0	0	0	3	4	0	0	0	0	0	0	phytophthora-rot
5	0	0	1	1	3	3	1	0	2	1	1	2	0	1	0	0	0	1	1	0	3	0	0	0	1	0	0	4	0	0	0	0	0	0	brown-stem-rot
4	0	0	1	0	3	2	1	0	2	0	1	0	2	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	brown-stem-rot
2	1	1	0	0	2	2	0	0	1	0	1	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	powdery-mildew
2	1	2	1	0	2	0	1	0	1	0	1	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	downy-mildew
0	1	2	2	1	3	3	1	2	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	brown-spot
2	0	2	1	0	3	3	1	0	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	brown-spot
5	0	2	1	0	1	3	1	0	0	0	1	2	0	1	1	0	0	1	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	brown-spot
3	0	2	1	0	3	1	1	0	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	brown-spot
3	0	1	1	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bacterial-blight
3	0	1	1	1	2	3	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	bacterial-pustule
3	0	2	0	1	0	0	0	0	1	0	0	0	2	2	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	purple-seed-stain
6	0	2	1	0	2	2	1	0	1	0	0	0	2	2	0	0	0	1	0	3	2	1	0	0	0	0	1	2	1	1	0	1	1	0	anthracnose
5	0	2	1	0	1	1	1	0	0	0	0	0	2	2	0	0	0	1	0	3	2	1	0	0	0	0	1	2	1	1	0	1	1	0	anthracnose
1	0	0	2	1	3	2	1	1	1	0	1	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	phyllosticta-leaf-spot
6	0	1	1	0	3	3	0	1	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	alternarialeaf-spot
4	0	2	1	0	1	1	1	1	1	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	alternarialeaf-spot
4	1	2	1	0	0	3	0	0	2	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	alternarialeaf-spot
6	0	2	1	0	0	3	0	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	alternarialeaf-spot
3	0	2	1	0	2	3	0	1	1	0	1	2	0	1	0	0	0	1	0	3	2	0	1	0	0	0	1	1	0	0	0	0	0	0	frog-eye-leaf-spot
5	0	2	2	0	1	1	0	1	0	0	1	2	0	1	0	0	0	1	0	3	2	0	1	0	0	0	1	1	0	0	0	0	0	0	frog-eye-leaf-spot
6	1	2	2	0	3	1	0	1	2	0	1	2	0	1	0	0	0	1	0	3	2	0	1	0	0	0	1	1	0	0	0	0	0	0	frog-eye-leaf-spot
4	0	2	2	0	1	3	1	1	0	0	1	2	0	1	0	0	0	1	0	3	2	0	1	0	0	0	1	1	0	0	0	0	0	0	frog-eye-leaf-spot
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6	0	2	1	0	3	0	1	1	1	1	1	0	2	2	0	0	0	1	1	3	1	1	1	0	0	0	0	4	0	0	0	0	0	0	diaporthe-stem-canker
6	0	0	2	1	3	3	1	1	0	1	1	0	2	2	0	0	0	1	0	0	3	0	0	0	2	1	0	4	0	0	0	0	0	0	charcoal-rot
2	1	2	0	0	3	1	2	0	2	1	0	0	2	2	0	0	0	1	0	1	1	0	1	1	0	0	3	4	0	0	0	0	0	0	rhizoctonia-root-rot
4	0	1	0	1	3	2	2	0	2	1	0	0	2	2	0	0	0	1	1	0	3	0	0	0	1	0	0	4	0	0	0	0	0	0	brown-stem-rot
4	1	1	0	0	3	1	1	1	0	1	0	0	2	2	0	0	0	1	0	0	3	0	0	0	1	0	0	4	0	0	0	0	0	0	brown-stem-rot
2	0	1	1	1	1	1	1	1	1	0	1	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	powdery-mildew
4	0	2	1	1	3	3	1	1	2	0	1	2	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	downy-mildew
2	0	2	1	0	1	1	1	0	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	brown-spot
1	0	2	2	0	1	1	0	1	1	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	brown-spot
2	0	2	1	0	2	2	1	0	1	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	brown-spot
1	1	2	1	0	3	3	1	0	2	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	brown-spot
3	0	2	1	0	2	1	1	0	0	0	1	2	0	1	0	0	0	1	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	brown-spot
2	0	2	1	0	2	2	1	0	1	0	1	2	0	1	1	0	0	1	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	brown-spot
5	0	2	1	1	3	0	1	1	1	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bacterial-blight
2	1	2	0	0	1	2	1	0	2	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	bacterial-pustule
6	0	2	1	0	3	3	0	1	2	0	1	2	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	1	1	0	1	0	0	0	purple-seed-stain
5	0	2	1	0	3	3	1	1	0	0	0	0	2	2	0	0	0	1	0	3	2	1	0	0	0	0	1	2	1	1	0	1	1	0	anthracnose
5	0	2	1	0	2	2	1	0	0	0	0	0	2	2	0	0	0	1	0	3	2	1	0	0	0	0	1	2	1	1	0	1	1	0	anthracnose
2	0	0	2	1	1	3	0	0	2	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	phyllosticta-leaf-spot
5	0	2	1	0	2	2	0	0	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	alternarialeaf-spot
6	0	1	2	1	3	3	0	2	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	alternarialeaf-spot
5	1	2	2	0	3	1	0	1	2	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	alternarialeaf-spot
6	0	2	2	0	2	0	0	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	alternarialeaf-spot
5	1	2	2	0	3	2	0	0	2	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	alternarialeaf-spot
4	1	2	1	0	3	1	1	1	2	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	frog-eye-leaf-spot
4	0	2	2	1	1	0	1	2	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	frog-eye-leaf-spot
5	1	2	2	0	3	1	0	1	2	0	1	2	0	1	0	0	0	1	0	3	2	0	1	0	0	0	1	1	0	0	0	0	0	0	frog-eye-leaf-spot
5	0	2	2	0	1	3	0	1	0	0	1	2	0	1	0	0	0	1	0	3	2	0	1	0	0	0	1	1	0	0	0	0	0	0	frog-eye-leaf-spot
5	0	2	2	0	2	1	0	1	1	0	1	2	0	1	0	0	0	1	0	3	2	0	1	0	0	0	1	1	0	0	0	0	0	0	frog-eye-leaf-spot
3	0	2	1	0	1	0	2	0	1	1	1	0	2	2	0	0	0	1	0	3	0	1	1	0	0	0	0	4	0	0	0	0	0	0	diaporthe-stem-canker
6	0	0	1	1	3	3	1	1	0	1	1	0	2	2	0	0	0	1	0	0	3	0	0	0	2	1	0	4	0	0	0	0	0	0	charcoal-rot
0	1	2	0	0	0	1	1	1	2	1	0	0	2	2	0	0	0	1	0	1	1	0	1	0	0	0	3	4	0	0	0	0	0	0	rhizoctonia-root-rot
3	1	2	0	0	2	1	2	1	1	1	1	0	2	2	0	0	0	1	0	2	2	0	0	0	0	0	3	4	0	0	0	0	0	0	phytophthora-rot
2	1	2	0	0	1	1	2	0	0	1	1	0	2	2	0	0	0	1	0	1	2	0	0	0	0	0	3	4	0	0	0	0	0	0	phytophthora-rot
6	0	1	1	1	2	0	1	1	0	1	0	0	2	1	0	0	0	1	1	0	3	0	0	0	1	0	0	4	0	0	0	0	0	0	brown-stem-rot
4	0	0	1	0	1	2	1	1	2	0	1	0	2	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	brown-stem-rot
6	1	0	1	0	1	1	1	1	2	0	1	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	powdery-mildew
4	1	2	2	0	2	1	0	1	2	0	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	downy-mildew
2	0	2	1	0	2	3	1	0	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	brown-spot
0	1	1	1	1	2	2	0	2	1	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	brown-spot
4	1	1	1	1	2	2	0	0	2	0	1	2	0	1	0	0	0	1	0	3	1	1	0	0	0	0	0	1	0	0	0	0	0	0	brown-spot
3	1	2	1	0	3	1	1	0	2	0	1	2	0	1	1	0	0	1	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	brown-spot
4	0	2	1	1	0	3	1	1	1	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bacterial-blight
3	1	2	1	0	0	2	1	0	2	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	bacterial-pustule
3	0	2	1	1	3	3	0	1	1	0	0	0	2	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	purple-seed-stain
1	0	2	1	0	1	1	1	1	1	1	1	0	2	2	0	0	0	1	0	2	2	0	1	0	0	0	0	0	1	0	1	0	0	0	anthracnose
6	1	2	2	1	3	3	0	2	1	0	1	0	2	2	0	0	0	1	1	3	2	1	1	0	0	0	1	2	0	0	0	0	0	0	anthracnose
2	1	1	1	0	2	2	1	1	1	0	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	phyllosticta-leaf-spot
5	1	2	2	0	3	1	0	0	2	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	alternarialeaf-spot
5	0	2	1	0	2	1	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	alternarialeaf-spot
4	0	2	2	0	3	3	1	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	alternarialeaf-spot
5	1	2	2	0	2	1	1	0	2	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	alternarialeaf-spot
5	0	2	2	0	2	2	0	0	1	0	1	2	0	1	0	0	0	1	0	3	2	0	1	0	0	0	1	1	0	0	0	0	0	0	frog-eye-leaf-spot
4	0	2	2	0	1	2	1	0	0	0	1	2	0	1	0	0	0	1	0	3	2	0	1	0	0	0	1	1	0	0	0	0	0	0	frog-eye-leaf-spot
4	0	2	1	0	1	2	1	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	frog-eye-leaf-spot
5	0	2	1	0	1	2	0	0	0	0	1	2	0	1	0	0	0	1	0	3	2	0	1	0	0	0	1	1	0	0	0	0	0	0	frog-eye-leaf-spot
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
